value,"Temperature, K",property,unit,cmp_ids_solvent,cmp_mole_fractions_solvent,cmp_ids_drug,cmp_mole_fractions_drug,Solvent1_id,Solvent1_frac,Solvent2_id,Solvent2_frac,Solvent1_name,Solvent2_name,drug_mol,Solvent1_smiles,Solvent2_smiles,Solvent1_mol,Solvent2_mol,drug_HBA,drug_HBD,drug_logP,drug_TPSA,Solvent1_HBA,Solvent1_HBD,Solvent1_logP,Solvent1_TPSA,Solvent2_HBA,Solvent2_HBD,Solvent2_logP,Solvent2_TPSA,Solvent1_Dielectric,Solvent1_δD,Solvent1_δP,Solvent1_δH,Solvent2_Dielectric,Solvent2_δD,Solvent2_δP,Solvent2_δH,drug_δD,drug_δP,drug_δH,Solvent1_Solvent2_Ra,drug_Dielectric,drug_fp,Solvent1_fp,Solvent2_fp,ILR_coordinate,weighted_HBA,weighted_HBD,weighted_logP,weighted_TPSA,weighted_Dielectric,weighted_fp
0.8414,278.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[49],[1.0],140,0.41167499999999996,129,0.588325,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D1150>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665E420>,<rdkit.Chem.rdchem.Mol object at 0x000002087784F8B0>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,28.55192193804198,16.260162601626018,6.199186991869919,19.245578284265687,85.76291375,15.752032520325205,16.260162601626018,49.63950984295357,17.276422764227643,8.130081300813009,8.214576096942672,32.03196981973481,8.326486193539106,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C62C70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E41BD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879397ED0>,-0.252469162,0.41167499999999996,0.41167499999999996,-0.325832235,26.860422749999998,62.210578695812174,[0.       0.411675 0.       ... 0.       0.       0.      ]
0.9153,283.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[49],[1.0],140,0.41167499999999996,129,0.588325,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D2490>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665DAF0>,<rdkit.Chem.rdchem.Mol object at 0x000002087784CF20>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,26.09449185860629,16.194331983805668,6.174089068825911,18.49094836590176,83.83175999999999,15.68825910931174,16.194331983805668,47.69311682180759,17.206477732793523,8.097165991902834,7.892477961,30.890068786253906,8.243636271628136,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C62B20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E41C40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879397F40>,-0.252469162,0.41167499999999996,0.41167499999999996,-0.325832235,26.860422749999998,60.06277013789173,[0.       0.411675 0.       ... 0.       0.       0.      ]
0.9786,288.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[49],[1.0],140,0.41167499999999996,129,0.588325,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D0E40>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665E1F0>,<rdkit.Chem.rdchem.Mol object at 0x000002087784FCA0>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,23.84856987338646,16.129032258064516,6.149193548387096,17.76590790986932,81.94548125,15.625,16.129032258064516,45.823042962650746,17.137096774193548,8.064516129032258,7.583009473724711,29.79624476523628,8.161610720214046,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C61460>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E41CB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC040>,-0.252469162,0.41167499999999996,0.41167499999999996,-0.325832235,26.860422749999998,58.02843525903262,[0.       0.411675 0.       ... 0.       0.       0.      ]
1.044,293.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[49],[1.0],140,0.41167499999999996,129,0.588325,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D2A40>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665E260>,<rdkit.Chem.rdchem.Mol object at 0x000002087784FD80>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,21.795951731407794,16.06425702811245,6.124497991967871,17.069296696755167,80.10301999999999,15.562248995983936,16.06425702811245,44.026295748338015,17.06827309236948,8.032128514056225,7.285675419346718,28.74868094053956,8.080401336673344,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C62E30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E41D20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC0B0>,-0.252469162,0.41167499999999996,0.41167499999999996,-0.325832235,26.860422749999998,56.09945767052729,[0.       0.411675 0.       ... 0.       0.       0.      ]
1.1067,298.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[49],[1.0],140,0.41167499999999996,129,0.588325,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D2810>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665CF20>,<rdkit.Chem.rdchem.Mol object at 0x000002087784CF90>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,19.92,16,6.1,16.4,78.30331874999999,15.5,16,42.3,17,8,7,27.74563028658747,8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C634C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E41D90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC120>,-0.252469162,0.41167499999999996,0.41167499999999996,-0.325832235,26.860422749999998,54.26836600359374,[0.       0.411675 0.       ... 0.       0.       0.      ]
1.1653,303.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[49],[1.0],140,0.41167499999999996,129,0.588325,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D2730>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665D070>,<rdkit.Chem.rdchem.Mol object at 0x000002087784DE70>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,18.205509210602866,15.936254980079681,6.075697211155378,15.7569468,76.54531999999999,15.43824701195219,15.936254980079681,40.64139327614327,16.932270916334662,7.968127490039841,6.725526074066262,26.785412514635393,7.920398669993345,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C63450>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E41E00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC190>,-0.252469162,0.41167499999999996,0.41167499999999996,-0.325832235,26.860422749999998,52.528278393274924,[0.       0.411675 0.       ... 0.       0.       0.      ]
1.221,308.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[49],[1.0],140,0.41167499999999996,129,0.588325,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D1EE0>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665D0E0>,<rdkit.Chem.rdchem.Mol object at 0x000002087784FAE0>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,16.63858261131254,15.873015873015873,6.051587301587301,15.139108080740826,74.82796625,15.376984126984127,15.873015873015873,39.04782145215469,16.865079365079367,7.936507936507937,6.461814425,25.866411120068108,7.841589386454042,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C633E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E41E70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC200>,-0.252469162,0.41167499999999996,0.41167499999999996,-0.325832235,26.860422749999998,50.87285174054334,[0.       0.411675 0.       ... 0.       0.       0.      ]
1.2768,313.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[49],[1.0],140,0.41167499999999996,129,0.588325,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D2650>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665D7E0>,<rdkit.Chem.rdchem.Mol object at 0x000002087784FB50>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,15.206519527190117,15.810276679841897,6.027667984189723,14.545495162161382,73.1502,15.316205533596838,15.810276679841897,37.516734473135756,16.798418972332016,7.905138339920948,6.208443057020102,24.98707052786524,7.763564268388065,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C635A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E41EE0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC270>,-0.252469162,0.41167499999999996,0.41167499999999996,-0.325832235,26.860422749999998,49.296235341355995,[0.       0.411675 0.       ... 0.       0.       0.      ]
1.3281,318.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[49],[1.0],140,0.41167499999999996,129,0.588325,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D2570>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665DE70>,<rdkit.Chem.rdchem.Mol object at 0x000002087784FA00>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,13.89771241533494,15.748031496062993,6.003937007874016,13.975158139045865,71.51096374999999,15.255905511811024,15.748031496062993,36.045682273270735,16.73228346456693,7.874015748031496,5.965006522763479,24.145893333891397,7.686315513218585,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C63370>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E41F50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC2E0>,-0.252469162,0.41167499999999996,0.41167499999999996,-0.325832235,26.860422749999998,47.793028506801754,[0.       0.411675 0.       ... 0.       0.       0.      ]
1.3771,323.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[49],[1.0],140,0.41167499999999996,129,0.588325,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D2260>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665C6D0>,<rdkit.Chem.rdchem.Mol object at 0x000002087784D540>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,12.701552780305725,15.686274509803921,5.980392156862744,13.427184350478901,69.90920000000001,15.196078431372548,15.686274509803921,34.632310855198625,16.666666666666664,7.8431372549019605,5.731115271545873,23.341437640204166,7.609835396005712,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C636F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E41FC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC350>,-0.252469162,0.41167499999999996,0.41167499999999996,-0.325832235,26.860422749999998,46.35824183083236,[0.       0.411675 0.       ... 0.       0.       0.      ]
1.0651,278.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[49],[1.0],140,0.545362,129,0.454638,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D2D50>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665D620>,<rdkit.Chem.rdchem.Mol object at 0x000002087784E2D0>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,28.55192193804198,16.260162601626018,6.199186991869919,19.245578284265687,85.76291375,15.752032520325205,16.260162601626018,49.63950984295357,17.276422764227643,8.130081300813009,8.214576096942672,32.03196981973481,8.326486193539106,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C63840>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E42030>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC3C0>,0.12865687424933403,0.545362,0.545362,-0.163830328,25.35377026,54.56221283344695,[0.       0.545362 0.       ... 0.       0.       0.      ]
1.1322,283.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[49],[1.0],140,0.545362,129,0.454638,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D3290>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665D770>,<rdkit.Chem.rdchem.Mol object at 0x000002087784E6C0>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,26.09449185860629,16.194331983805668,6.174089068825911,18.49094836590176,83.83175999999999,15.68825910931174,16.194331983805668,47.69311682180759,17.206477732793523,8.097165991902834,7.892477961,30.890068786253906,8.243636271628136,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C638B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E420A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC430>,0.12865687424933403,0.545362,0.545362,-0.163830328,25.35377026,52.34404797187324,[0.       0.545362 0.       ... 0.       0.       0.      ]
1.1941,288.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[49],[1.0],140,0.545362,129,0.454638,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D2AB0>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665C660>,<rdkit.Chem.rdchem.Mol object at 0x000002087784FE60>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,23.84856987338646,16.129032258064516,6.149193548387096,17.76590790986932,81.94548125,15.625,16.129032258064516,45.823042962650746,17.137096774193548,8.064516129032258,7.583009473724711,29.79624476523628,8.161610720214046,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C63920>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E42110>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC4A0>,0.12865687424933403,0.545362,0.545362,-0.163830328,25.35377026,50.26163346782729,[0.       0.545362 0.       ... 0.       0.       0.      ]
1.2454,293.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[49],[1.0],140,0.545362,129,0.454638,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D3530>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665CCF0>,<rdkit.Chem.rdchem.Mol object at 0x000002087784F7D0>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,21.795951731407794,16.06425702811245,6.124497991967871,17.069296696755167,80.10301999999999,15.562248995983936,16.06425702811245,44.026295748338015,17.06827309236948,8.032128514056225,7.285675419346718,28.74868094053956,8.080401336673344,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C63990>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E42180>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC510>,0.12865687424933403,0.545362,0.545362,-0.163830328,25.35377026,48.30456063490401,[0.       0.545362 0.       ... 0.       0.       0.      ]
1.3023,298.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[49],[1.0],140,0.545362,129,0.454638,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D20A0>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665CD60>,<rdkit.Chem.rdchem.Mol object at 0x000002087784D2A0>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,19.92,16,6.1,16.4,78.30331874999999,15.5,16,42.3,17,8,7,27.74563028658747,8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C63A00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E421F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC580>,0.12865687424933403,0.545362,0.545362,-0.163830328,25.35377026,46.46327526986249,[0.       0.545362 0.       ... 0.       0.       0.      ]
1.3482,303.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[49],[1.0],140,0.545362,129,0.454638,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D1F50>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665C820>,<rdkit.Chem.rdchem.Mol object at 0x000002087784C890>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,18.205509210602866,15.936254980079681,6.075697211155378,15.7569468,76.54531999999999,15.43824701195219,15.936254980079681,40.64139327614327,16.932270916334662,7.968127490039841,6.725526074066262,26.785412514635393,7.920398669993345,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C63A70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E42260>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC5F0>,0.12865687424933403,0.545362,0.545362,-0.163830328,25.35377026,44.72900410827279,[0.       0.545362 0.       ... 0.       0.       0.      ]
1.3974,308.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[49],[1.0],140,0.545362,129,0.454638,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D1AF0>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665C3C0>,<rdkit.Chem.rdchem.Mol object at 0x000002087784C510>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,16.63858261131254,15.873015873015873,6.051587301587301,15.139108080740826,74.82796625,15.376984126984127,15.873015873015873,39.04782145215469,16.865079365079367,7.936507936507937,6.461814425,25.866411120068108,7.841589386454042,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C63AE0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E422D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC660>,0.12865687424933403,0.545362,0.545362,-0.163830328,25.35377026,43.09368761003813,[0.       0.545362 0.       ... 0.       0.       0.      ]
1.4485,313.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[49],[1.0],140,0.545362,129,0.454638,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D0820>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665DEE0>,<rdkit.Chem.rdchem.Mol object at 0x000002087784E730>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,15.206519527190117,15.810276679841897,6.027667984189723,14.545495162161382,73.1502,15.316205533596838,15.810276679841897,37.516734473135756,16.798418972332016,7.905138339920948,6.208443057020102,24.98707052786524,7.763564268388065,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C63BC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E42340>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC6D0>,0.12865687424933403,0.545362,0.545362,-0.163830328,25.35377026,41.54991852998745,[0.       0.545362 0.       ... 0.       0.       0.      ]
1.4882,318.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[49],[1.0],140,0.545362,129,0.454638,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D26C0>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665D9A0>,<rdkit.Chem.rdchem.Mol object at 0x000002087784CAC0>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,13.89771241533494,15.748031496062993,6.003937007874016,13.975158139045865,71.51096374999999,15.255905511811024,15.748031496062993,36.045682273270735,16.73228346456693,7.874015748031496,5.965006522763479,24.145893333891397,7.686315513218585,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C63CA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E423B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC740>,0.12865687424933403,0.545362,0.545362,-0.163830328,25.35377026,40.090885775624386,[0.       0.545362 0.       ... 0.       0.       0.      ]
1.5269,323.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[49],[1.0],140,0.545362,129,0.454638,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D11C0>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665F840>,<rdkit.Chem.rdchem.Mol object at 0x000002087784C6D0>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,12.701552780305725,15.686274509803921,5.980392156862744,13.427184350478901,69.90920000000001,15.196078431372548,15.686274509803921,34.632310855198625,16.666666666666664,7.8431372549019605,5.731115271545873,23.341437640204166,7.609835396005712,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C63C30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E42420>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC7B0>,0.12865687424933403,0.545362,0.545362,-0.163830328,25.35377026,38.71032309697309,[0.       0.545362 0.       ... 0.       0.       0.      ]
1.2291,278.15,Log solubility,g/L,"[140.0, 129.0]","[0.729656, 0.27034400000000003]",[49],[1.0],140,0.729656,129,0.27034400000000003,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D2500>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665D3F0>,<rdkit.Chem.rdchem.Mol object at 0x000002087784D930>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,28.55192193804198,16.260162601626018,6.199186991869919,19.245578284265687,85.76291375,15.752032520325205,16.260162601626018,49.63950984295357,17.276422764227643,8.130081300813009,8.214576096942672,32.03196981973481,8.326486193539106,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C63B50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E42490>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC820>,0.7020707441143009,0.729656,0.729656,0.059497141,23.27677688,44.01857030845396,[0.       0.729656 0.       ... 0.       0.       0.      ]
1.2814,283.15,Log solubility,g/L,"[140.0, 129.0]","[0.729656, 0.27034400000000003]",[49],[1.0],140,0.729656,129,0.27034400000000003,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D2420>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665E570>,<rdkit.Chem.rdchem.Mol object at 0x000002087784E030>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,26.09449185860629,16.194331983805668,6.174089068825911,18.49094836590176,83.83175999999999,15.68825910931174,16.194331983805668,47.69311682180759,17.206477732793523,8.097165991902834,7.892477961,30.890068786253906,8.243636271628136,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C63D10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E42500>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC890>,0.7020707441143009,0.729656,0.729656,0.059497141,23.27677688,41.70341587702323,[0.       0.729656 0.       ... 0.       0.       0.      ]
1.3351,288.15,Log solubility,g/L,"[140.0, 129.0]","[0.729656, 0.27034400000000003]",[49],[1.0],140,0.729656,129,0.27034400000000003,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D3A00>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665D310>,<rdkit.Chem.rdchem.Mol object at 0x000002087784E0A0>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,23.84856987338646,16.129032258064516,6.149193548387096,17.76590790986932,81.94548125,15.625,16.129032258064516,45.823042962650746,17.137096774193548,8.064516129032258,7.583009473724711,29.79624476523628,8.161610720214046,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C613F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E42570>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC900>,0.7020707441143009,0.729656,0.729656,0.059497141,23.27677688,39.554721282585675,[0.       0.729656 0.       ... 0.       0.       0.      ]
1.3843,293.15,Log solubility,g/L,"[140.0, 129.0]","[0.729656, 0.27034400000000003]",[49],[1.0],140,0.729656,129,0.27034400000000003,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D2FF0>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665D230>,<rdkit.Chem.rdchem.Mol object at 0x000002087784CB30>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,21.795951731407794,16.06425702811245,6.124497991967871,17.069296696755167,80.10301999999999,15.562248995983936,16.06425702811245,44.026295748338015,17.06827309236948,8.032128514056225,7.285675419346718,28.74868094053956,8.080401336673344,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C62810>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E425E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC970>,0.7020707441143009,0.729656,0.729656,0.059497141,23.27677688,37.558917795412086,[0.       0.729656 0.       ... 0.       0.       0.      ]
1.4358,298.15,Log solubility,g/L,"[140.0, 129.0]","[0.729656, 0.27034400000000003]",[49],[1.0],140,0.729656,129,0.27034400000000003,2-Propanol,Water,<rdkit.Chem.rdchem.Mol object at 0x00000208774D0040>,OC(C)C,O,<rdkit.Chem.rdchem.Mol object at 0x000002087665D460>,<rdkit.Chem.rdchem.Mol object at 0x000002087784C9E0>,3,1,3.2081000000000017,72.24000000000001,1,1,0.3871,20.23,0,0,-0.8247,31.5,19.92,16,6.1,16.4,78.30331874999999,15.5,16,42.3,17,8,7,27.74563028658747,8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C627A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873E42650>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CC9E0>,0.7020707441143009,0.729656,0.729656,0.059497141,23.27677688,35.70357992,[0.       0.729656 0.       ... 0.       0.       0.      ]
